lga_code20,lga_name20,lga_type20,area_sqkm,latitude,longitude
56790,Northampton,S,12543.7142,-27.75307949,114.6459137
56860,Nungarin,S,1166.0245,-31.14939384,118.2080881
56930,Peppermint Grove,S,1.0677,-31.99933321,115.7671427
57000,Perenjori,S,8301.3551,-29.4439406,116.6114162
57080,Perth,C,13.7193,-31.9601723,115.8465447
57140,Pingelly,S,1294.5721,-32.51995909,117.2220465
57210,Plantagenet,S,4876.6821,-34.597219,117.561969
57280,Port Hedland,T,18417.0777,-20.92912306,118.6732035
57350,Quairading,S,2016.9269,-32.0048157,117.4234397
57420,Ravensthorpe,S,9841.7503,-33.61619563,120.1385985
57490,Rockingham,C,257.497,-32.34418253,115.7889968
57630,Sandstone,S,32605.2911,-28.33591443,119.1731127
57700,Serpentine-Jarrahdale,S,901.2056,-32.3442558,116.034331
57770,Shark Bay,S,24201.2466,-26.53672699,114.5251436
57840,South Perth,C,19.8116,-31.99785705,115.8700148
57910,Stirling,C,104.727,-31.88569324,115.8196269
57980,Subiaco,C,5.6182,-31.95202292,115.8187189
58050,Swan,C,1042.9933,-31.74127732,116.0674126
58190,Tammin,S,1101.692,-31.60667627,117.4949909
58260,Three Springs,S,2656.6928,-29.52576731,115.5773157
58330,Toodyay,S,1691.6486,-31.47109271,116.3806547
58400,Trayning,S,1651.2043,-31.14401176,117.8068733
58470,Upper Gascoyne,S,57809.8737,-24.72658929,116.3551111
58510,Victoria Park,T,17.9397,-31.97971369,115.90147
58540,Victoria Plains,S,2551.0132,-31.01433503,116.3195939
58570,Vincent,C,11.3769,-31.9312904,115.8525446
58610,Wagin,S,1946.1763,-33.27669357,117.3699291
58680,Wandering,S,1903.8645,-32.54718278,116.5812551
58760,Wanneroo,C,683.2603,-31.61176485,115.7629492
58820,Waroona,S,832.2286,-32.85795233,115.9200953
58890,West Arthur,S,2831.8272,-33.45713017,116.7393672
59030,Westonia,S,3319.4497,-30.96757687,118.656247
59100,Wickepin,S,2040.8985,-32.80696476,117.6717617
59170,Williams,S,2304.7119,-33.07142707,116.7280892
59250,Wiluna,S,181297.3382,-25.3120282,122.2450795
59310,Wongan-Ballidu,S,3365.0675,-30.71713078,116.8426142
59320,Woodanilling,S,1128.8348,-33.53366586,117.3380623
59330,Wyalkatchem,S,1594.4885,-31.18668907,117.435277
59340,Wyndham-East Kimberley,S,112065.9843,-15.55897819,127.051677
59350,Yalgoo,S,27949.4641,-28.56517308,117.0502731
59360,Yilgarn,S,30428.765,-30.95734797,119.341985
59370,York,S,2131.5916,-31.92637971,116.7354279
59499,No usual address (WA),,0,0,0
59799,Migratory - Offshore - Shipping (WA),,0,0,0
60210,Break O''Day,M,3523.8859,-41.42530796,148.0498946
60410,Brighton,M,171.1508,-42.71934077,147.2609535
60610,Burnie,C,610.9529,-41.21605783,145.8061937
60810,Central Coast (Tas.),M,933.0892,-41.28124768,146.0400233
61010,Central Highlands (Tas.),M,7982.4155,-42.21234562,146.6460583
61210,Circular Head,M,4898.011,-41.07894879,145.0146543
61410,Clarence,C,377.9552,-42.83702628,147.4341341
61510,Derwent Valley,M,4108.1112,-42.81296969,146.4213567
61610,Devonport,C,111.259,-41.20869693,146.3118994
61810,Dorset,M,3230.5456,-41.07212137,147.7085145
62010,Flinders (Tas.),M,1996.6244,-40.11936708,148.0978489
62210,George Town,M,653.4377,-41.10217987,147.0260166
62410,Glamorgan/Spring Bay,M,2591.5618,-42.26918006,147.9653473
62610,Glenorchy,C,121.1483,-42.83933315,147.2197605
62810,Hobart,C,77.9097,-42.89783875,147.2876066
63010,Huon Valley,M,5507.3541,-43.25142971,146.5971548
63210,Kentish,M,1156.1887,-41.45396931,146.1835145
63410,King Island,M,1095.7407,-39.86381398,143.9854801
63610,Kingborough,M,720.1029,-43.18919884,147.2623347
63810,Latrobe (Tas.),M,600.4617,-41.24398316,146.5600215
64010,Launceston,C,1413.6306,-41.36063424,147.3058147
64210,Meander Valley,M,3330.8145,-41.62665438,146.4847816
64610,Northern Midlands,M,5135.2503,-41.84018693,147.4601682
64810,Sorell,M,583.7776,-42.77868023,147.6961444
65010,Southern Midlands,M,2615.4934,-42.43456223,147.4005508
65210,Tasman,M,660.3947,-43.05468704,147.8346525
65410,Waratah/Wynyard,M,3535.9075,-41.38324155,145.4953807
65610,West Coast,M,9583.5388,-42.29818814,145.637319
65810,West Tamar,M,691.147,-41.28164197,146.8643962
69499,No usual address (Tas.),,0,0,0
69799,Migratory - Offshore - Shipping (Tas.),,0,0,0
70200,Alice Springs,T,327.7133,-23.73507313,133.8547686
70420,Barkly,R,322713.2188,-19.44409604,135.0847462
70540,Belyuen,S,41.4054,-12.53818463,130.6831805
70620,Central Desert,R,281312.0262,-21.48983659,132.4152999
70700,Coomalie,S,2056.0547,-13.12575218,131.0828541
71000,Darwin,C,111.318,-12.39845244,130.8869863
71300,East Arnhem,R,33309.9334,-12.93324373,135.7455308
72200,Katherine,T,7416.6444,-14.69017269,132.195082
72300,Litchfield,M,2903.1459,-12.53745077,131.1218006
72330,MacDonnell,R,268329.3474,-24.63730163,133.1615086
72800,Palmerston,C,52.6559,-12.50251941,130.9791768
73600,Roper Gulf,R,185210.2475,-15.4348397,134.651131
74050,Tiwi Islands,R,7483.1661,-11.55984546,130.8162961
74550,Victoria Daly,R,153287.0839,-16.24958627,130.6586269
74560,Wagait,S,5.6378,-12.44123546,130.7497047
74660,West Arnhem,R,49675.0343,-12.50805817,133.2585135
74680,West Daly,R,14069.6979,-14.22300732,130.0603394
79399,Unincorporated NT,,19789.9972,-13.11245501,131.1872178
79499,No usual address (NT),,0,0,0
79799,Migratory - Offshore - Shipping (NT),,0,0,0
89399,Unincorporated ACT,,2358.172,-35.48876608,149.0025231
89499,No usual address (ACT),,0,0,0
89799,Migratory - Offshore - Shipping (ACT),,0,0,0
99399,Unincorp. Other Territories,,256.3162,-20.79726518,128.3685429
99499,No usual address (OT),,0,0,0
99799,Migratory - Offshore - Shipping (OT),,0,0,0
